index,class_id,class,family,split_role,pca1,pca2
2280645,0,bot,Friday_OOD,Friday_OOD,-2.327315,-0.08233505
2280677,0,bot,Friday_OOD,Friday_OOD,-2.3258183,-0.08302555
2280703,0,bot,Friday_OOD,Friday_OOD,-2.3277638,-0.08198732
2280843,9,normal,Normal,Friday_OOD,-3.036754,-0.5346942
2280948,9,normal,Normal,Friday_OOD,1.6205832,0.30808595
2281258,9,normal,Normal,Friday_OOD,1.6072267,0.31186712
2281790,9,normal,Normal,Friday_OOD,-2.401923,-0.17753538
2281968,0,bot,Friday_OOD,Friday_OOD,-2.3271348,-0.08247607
2281977,0,bot,Friday_OOD,Friday_OOD,-2.3288403,-0.08149249
2281987,0,bot,Friday_OOD,Friday_OOD,-2.3287206,-0.08161277
2281990,0,bot,Friday_OOD,Friday_OOD,-2.3288095,-0.08156676
2281991,0,bot,Friday_OOD,Friday_OOD,-2.3274977,-0.08206394
2282008,0,bot,Friday_OOD,Friday_OOD,-2.3271215,-0.08248355
2282059,0,bot,Friday_OOD,Friday_OOD,-2.328782,-0.08154835
2282116,9,normal,Normal,Friday_OOD,-2.4489107,-0.88789266
2282276,9,normal,Normal,Friday_OOD,-3.3711798,-1.3307633
2282368,9,normal,Normal,Friday_OOD,1.6947544,0.42612842
2282905,0,bot,Friday_OOD,Friday_OOD,-2.3262427,-0.08296206
2282919,0,bot,Friday_OOD,Friday_OOD,-2.328974,-0.081454955
2282947,0,bot,Friday_OOD,Friday_OOD,-2.3287559,-0.08159236
2282955,0,bot,Friday_OOD,Friday_OOD,-2.328386,-0.08167335
2282960,0,bot,Friday_OOD,Friday_OOD,-2.328828,-0.08155305
2282997,0,bot,Friday_OOD,Friday_OOD,-2.327119,-0.08248388
2283012,9,normal,Normal,Friday_OOD,-2.3373303,-0.2806616
2283029,0,bot,Friday_OOD,Friday_OOD,-2.328968,-0.081456065
2283602,9,normal,Normal,Friday_OOD,-2.370807,-0.19623804
2283966,9,normal,Normal,Friday_OOD,-2.2212915,-0.4731699
2284010,9,normal,Normal,Friday_OOD,-2.4401984,-0.5127972
2284089,0,bot,Friday_OOD,Friday_OOD,-2.327719,-0.08202055
2284109,0,bot,Friday_OOD,Friday_OOD,-2.3289554,-0.081463404
2284337,9,normal,Normal,Friday_OOD,-2.3187978,-0.17871946
2284388,0,bot,Friday_OOD,Friday_OOD,-2.3287535,-0.08159385
2284413,0,bot,Friday_OOD,Friday_OOD,-2.3291428,-0.08135722
2284419,0,bot,Friday_OOD,Friday_OOD,-2.3282204,-0.081816085
2284420,9,normal,Normal,Friday_OOD,3.640776,-3.4176335
2284481,0,bot,Friday_OOD,Friday_OOD,-2.3271363,-0.08247215
2284494,0,bot,Friday_OOD,Friday_OOD,-2.3289607,-0.08146252
2284817,9,normal,Normal,Friday_OOD,-2.779886,-0.6129309
2285140,0,bot,Friday_OOD,Friday_OOD,-2.3271296,-0.08247618
2285144,0,bot,Friday_OOD,Friday_OOD,-2.3289855,-0.08139852
2285179,0,bot,Friday_OOD,Friday_OOD,-2.3286848,-0.081634015
2285182,0,bot,Friday_OOD,Friday_OOD,-2.328624,-0.081655614
2285184,0,bot,Friday_OOD,Friday_OOD,-2.3281553,-0.08185045
2285246,0,bot,Friday_OOD,Friday_OOD,-2.3271582,-0.08247342
2285249,0,bot,Friday_OOD,Friday_OOD,-2.3289313,-0.081454776
2285597,9,normal,Normal,Friday_OOD,-2.7671332,-0.49446923
2285612,9,normal,Normal,Friday_OOD,-0.40867683,3.1494255
2285637,0,bot,Friday_OOD,Friday_OOD,-2.32714,-0.08247358
2285642,0,bot,Friday_OOD,Friday_OOD,-2.328953,-0.08146429
2285683,0,bot,Friday_OOD,Friday_OOD,-2.3287046,-0.0816215
2285750,0,bot,Friday_OOD,Friday_OOD,-2.3210003,-0.084819786
2285751,0,bot,Friday_OOD,Friday_OOD,-2.3275094,-0.08222348
2286230,9,normal,Normal,Friday_OOD,4.8390975,-0.6035478
2286413,0,bot,Friday_OOD,Friday_OOD,-2.3259182,-0.083048664
2286480,0,bot,Friday_OOD,Friday_OOD,-2.3289635,-0.081460305
2286946,9,normal,Normal,Friday_OOD,-2.8353796,-0.5578348
2287278,0,bot,Friday_OOD,Friday_OOD,-2.3271322,-0.082476325
2287282,0,bot,Friday_OOD,Friday_OOD,-2.328967,-0.08145747
2287341,9,normal,Normal,Friday_OOD,-2.4505002,-0.51417303
2287342,9,normal,Normal,Friday_OOD,7.879354,34.419807
2287372,0,bot,Friday_OOD,Friday_OOD,-2.3287668,-0.081587166
2287376,0,bot,Friday_OOD,Friday_OOD,-2.3288395,-0.081539854
2287377,0,bot,Friday_OOD,Friday_OOD,-2.3279603,-0.08193807
2287420,0,bot,Friday_OOD,Friday_OOD,-2.3285952,-0.08168131
2287469,9,normal,Normal,Friday_OOD,-2.287599,-0.2076552
2287504,0,bot,Friday_OOD,Friday_OOD,-2.3284128,-0.08154396
2287807,9,normal,Normal,Friday_OOD,-1.0052024,0.4356598
2288151,9,normal,Normal,Friday_OOD,-2.5966167,-0.57089925
2288624,9,normal,Normal,Friday_OOD,-2.3617601,-0.2640966
2288677,9,normal,Normal,Friday_OOD,-2.2343338,-0.51798123
2288961,0,bot,Friday_OOD,Friday_OOD,-2.327128,-0.08247801
2288964,0,bot,Friday_OOD,Friday_OOD,-2.3288019,-0.08157089
2289223,9,normal,Normal,Friday_OOD,-1.9855155,0.6122639
2289282,9,normal,Normal,Friday_OOD,5.198066,-4.3719087
2289346,0,bot,Friday_OOD,Friday_OOD,-2.3287148,-0.08161259
2289393,0,bot,Friday_OOD,Friday_OOD,-2.3277519,-0.08195801
2289410,0,bot,Friday_OOD,Friday_OOD,-2.328806,-0.08156848
2289940,0,bot,Friday_OOD,Friday_OOD,-2.3271337,-0.08247691
2289956,0,bot,Friday_OOD,Friday_OOD,-2.3276591,-0.0820025
2290164,9,normal,Normal,Friday_OOD,-2.7742326,-0.61935484
2290473,9,normal,Normal,Friday_OOD,-2.7391648,-0.6096997
2290774,9,normal,Normal,Friday_OOD,-2.3070378,-0.19046757
2290815,9,normal,Normal,Friday_OOD,-1.2967194,0.96098787
2290948,9,normal,Normal,Friday_OOD,2.6799457,1.9491664
2291559,9,normal,Normal,Friday_OOD,-2.342606,-0.23845097
2291587,9,normal,Normal,Friday_OOD,-2.3167186,-0.19240844
2291697,9,normal,Normal,Friday_OOD,-1.043404,2.0638628
2292071,9,normal,Normal,Friday_OOD,-2.0047312,0.055751827
2292074,0,bot,Friday_OOD,Friday_OOD,-2.3271306,-0.08247536
2292083,0,bot,Friday_OOD,Friday_OOD,-2.3289633,-0.081460275
2292114,0,bot,Friday_OOD,Friday_OOD,-2.3287559,-0.08159416
2292116,0,bot,Friday_OOD,Friday_OOD,-2.3276753,-0.082099445
2292117,0,bot,Friday_OOD,Friday_OOD,-2.328813,-0.08156391
2292164,0,bot,Friday_OOD,Friday_OOD,-2.3271194,-0.08248422
2292223,0,bot,Friday_OOD,Friday_OOD,-2.3289685,-0.08145804
2292416,9,normal,Normal,Friday_OOD,-0.89400333,-0.8098595
2292966,9,normal,Normal,Friday_OOD,-2.4320502,-0.41990772
2293097,9,normal,Normal,Friday_OOD,-1.5970002,1.0624654
2293101,0,bot,Friday_OOD,Friday_OOD,-2.3271363,-0.082474045
2293108,0,bot,Friday_OOD,Friday_OOD,-2.3288891,-0.08148886
2293117,0,bot,Friday_OOD,Friday_OOD,-2.3288155,-0.0815628
2293120,0,bot,Friday_OOD,Friday_OOD,-2.3273973,-0.082134806
2293121,0,bot,Friday_OOD,Friday_OOD,-2.3288217,-0.08155561
2293191,0,bot,Friday_OOD,Friday_OOD,-2.3271253,-0.08248287
2293199,0,bot,Friday_OOD,Friday_OOD,-2.3289645,-0.08142374
2293225,9,normal,Normal,Friday_OOD,-2.7591527,-0.60410184
2293511,9,normal,Normal,Friday_OOD,-2.3791547,-0.20184985
2293521,9,normal,Normal,Friday_OOD,-2.4030807,-0.4282482
2294062,0,bot,Friday_OOD,Friday_OOD,-2.3271277,-0.08247905
2294091,0,bot,Friday_OOD,Friday_OOD,-2.3289623,-0.08146098
2294101,0,bot,Friday_OOD,Friday_OOD,-2.3287287,-0.081606075
2294102,0,bot,Friday_OOD,Friday_OOD,-2.3277957,-0.0821113
2294103,0,bot,Friday_OOD,Friday_OOD,-2.3281305,-0.08184862
2294290,0,bot,Friday_OOD,Friday_OOD,-2.3271277,-0.08248129
2294522,0,bot,Friday_OOD,Friday_OOD,-2.3289592,-0.081463
2295061,0,bot,Friday_OOD,Friday_OOD,-2.3277228,-0.08201992
2295063,0,bot,Friday_OOD,Friday_OOD,-2.3289676,-0.08145816
2295084,0,bot,Friday_OOD,Friday_OOD,-2.3286638,-0.081635915
2295094,0,bot,Friday_OOD,Friday_OOD,-2.3287652,-0.08157087
2295097,0,bot,Friday_OOD,Friday_OOD,-2.3287065,-0.0816232
2295165,0,bot,Friday_OOD,Friday_OOD,-2.3271346,-0.08247643
2295187,0,bot,Friday_OOD,Friday_OOD,-2.3289616,-0.08146216
2295499,9,normal,Normal,Friday_OOD,-2.365432,-0.25508526
2296170,0,bot,Friday_OOD,Friday_OOD,-2.3287127,-0.08161791
2296181,0,bot,Friday_OOD,Friday_OOD,-2.3288403,-0.081541
2296213,0,bot,Friday_OOD,Friday_OOD,-2.3273962,-0.08234798
2296216,0,bot,Friday_OOD,Friday_OOD,-2.3272958,-0.082351364
2296217,0,bot,Friday_OOD,Friday_OOD,-2.3271165,-0.08248491
2296293,9,normal,Normal,Friday_OOD,-2.4214997,-0.3079411
2296417,9,normal,Normal,Friday_OOD,-2.3652313,-0.24481848
2296764,0,bot,Friday_OOD,Friday_OOD,-2.3287592,-0.081585966
2296806,0,bot,Friday_OOD,Friday_OOD,-2.3290792,-0.08131544
2296922,9,normal,Normal,Friday_OOD,-2.2872941,-0.20105967
2296928,9,normal,Normal,Friday_OOD,3.5126479,7.1542587
2297070,0,bot,Friday_OOD,Friday_OOD,-2.328724,-0.08161026
2297072,0,bot,Friday_OOD,Friday_OOD,-2.3264482,-0.082538284
2297251,0,bot,Friday_OOD,Friday_OOD,-2.3278136,-0.0820301
2297279,0,bot,Friday_OOD,Friday_OOD,-2.3273048,-0.082348056
2297281,0,bot,Friday_OOD,Friday_OOD,-2.3277056,-0.082024835
2297907,0,bot,Friday_OOD,Friday_OOD,-2.3286269,-0.08165451
2297913,0,bot,Friday_OOD,Friday_OOD,-2.328965,-0.08145752
2298236,9,normal,Normal,Friday_OOD,1.1084489,1.5944537
2298464,0,bot,Friday_OOD,Friday_OOD,-2.3287227,-0.081613384
2298470,0,bot,Friday_OOD,Friday_OOD,-2.3289537,-0.08146629
2298475,0,bot,Friday_OOD,Friday_OOD,-2.3276298,-0.08207989
2298480,0,bot,Friday_OOD,Friday_OOD,-2.3279219,-0.08200057
2298481,0,bot,Friday_OOD,Friday_OOD,-2.3273017,-0.082350574
2298565,9,normal,Normal,Friday_OOD,-2.541221,-0.9867039
2298569,0,bot,Friday_OOD,Friday_OOD,-2.3286119,-0.08167365
2298590,0,bot,Friday_OOD,Friday_OOD,-2.32883,-0.08152732
2298995,9,normal,Normal,Friday_OOD,-2.3836122,-0.28291008
2299064,9,normal,Normal,Friday_OOD,-2.3556857,-0.21970533
2299148,9,normal,Normal,Friday_OOD,-0.091573775,0.9583068
2299393,9,normal,Normal,Friday_OOD,-2.3717043,-0.21960095
2299946,9,normal,Normal,Friday_OOD,-2.3184826,-0.19925107
2300268,9,normal,Normal,Friday_OOD,-2.2470396,-0.5456315
2300767,9,normal,Normal,Friday_OOD,1.1821166,-0.031564374
2300885,9,normal,Normal,Friday_OOD,1.3329964,0.10705728
2301417,0,bot,Friday_OOD,Friday_OOD,-2.3287635,-0.08158473
2301519,0,bot,Friday_OOD,Friday_OOD,-2.328966,-0.08146002
2301524,9,normal,Normal,Friday_OOD,-2.2084856,-0.47409582
2301576,0,bot,Friday_OOD,Friday_OOD,-2.3272638,-0.08241121
2301580,0,bot,Friday_OOD,Friday_OOD,-2.3282917,-0.081783034
2301582,0,bot,Friday_OOD,Friday_OOD,-2.3272326,-0.08223609
2301631,9,normal,Normal,Friday_OOD,-2.3631203,-0.2477941
2301643,0,bot,Friday_OOD,Friday_OOD,-2.3286378,-0.08164893
2301673,0,bot,Friday_OOD,Friday_OOD,-2.3289537,-0.08146329
2301706,9,normal,Normal,Friday_OOD,-2.336206,-0.11427334
2301911,9,normal,Normal,Friday_OOD,-2.3423474,-0.32521957
2302531,0,bot,Friday_OOD,Friday_OOD,-2.3271527,-0.082464986
2302612,0,bot,Friday_OOD,Friday_OOD,-2.3289537,-0.08146521
2302873,0,bot,Friday_OOD,Friday_OOD,-2.3284352,-0.081730746
2302914,0,bot,Friday_OOD,Friday_OOD,-2.3288188,-0.08156093
2302924,0,bot,Friday_OOD,Friday_OOD,-2.3289008,-0.08148333
2302961,9,normal,Normal,Friday_OOD,-3.0206358,-0.45214844
2303135,9,normal,Normal,Friday_OOD,-0.21069497,1.235013
2303141,0,bot,Friday_OOD,Friday_OOD,-2.327137,-0.082476
2303154,0,bot,Friday_OOD,Friday_OOD,-2.3289573,-0.081462294
2303918,9,normal,Normal,Friday_OOD,0.4622096,0.40137848
2304173,0,bot,Friday_OOD,Friday_OOD,-2.3259661,-0.08300067
2304181,0,bot,Friday_OOD,Friday_OOD,-2.3288877,-0.081489295
2304216,0,bot,Friday_OOD,Friday_OOD,-2.3286927,-0.08161875
2304230,0,bot,Friday_OOD,Friday_OOD,-2.3287165,-0.081613086
2304231,0,bot,Friday_OOD,Friday_OOD,-2.3271148,-0.08249102
2304236,9,normal,Normal,Friday_OOD,-2.2049384,-0.47246838
2304299,0,bot,Friday_OOD,Friday_OOD,-2.3258247,-0.08302494
2304305,0,bot,Friday_OOD,Friday_OOD,-2.3289208,-0.08145899
2304540,0,bot,Friday_OOD,Friday_OOD,-2.3258367,-0.08301828
2304544,0,bot,Friday_OOD,Friday_OOD,-2.3289645,-0.081459805
2304549,0,bot,Friday_OOD,Friday_OOD,-2.3274705,-0.08229717
2304551,0,bot,Friday_OOD,Friday_OOD,-2.3288724,-0.08151041
2304552,0,bot,Friday_OOD,Friday_OOD,-2.328836,-0.08154437
2304593,9,normal,Normal,Friday_OOD,-2.3369029,-0.16396633
2304652,0,bot,Friday_OOD,Friday_OOD,-2.327133,-0.08247668
2304665,0,bot,Friday_OOD,Friday_OOD,-2.3289683,-0.08145786
2304747,0,bot,Friday_OOD,Friday_OOD,-2.3253706,-0.08346299
2304759,0,bot,Friday_OOD,Friday_OOD,-2.3289757,-0.081446685
2304771,0,bot,Friday_OOD,Friday_OOD,-2.328037,-0.08189652
2304772,0,bot,Friday_OOD,Friday_OOD,-2.3271306,-0.082475565
2304773,0,bot,Friday_OOD,Friday_OOD,-2.3288443,-0.08153589
2304786,0,bot,Friday_OOD,Friday_OOD,-2.3259482,-0.08300767
2304791,0,bot,Friday_OOD,Friday_OOD,-2.3289568,-0.08146334
2304878,0,bot,Friday_OOD,Friday_OOD,-2.3271239,-0.08247884
2304881,0,bot,Friday_OOD,Friday_OOD,-2.3289807,-0.081446305
2304886,0,bot,Friday_OOD,Friday_OOD,-2.3280602,-0.08192141
2304897,0,bot,Friday_OOD,Friday_OOD,-2.3271108,-0.082493655
2304904,0,bot,Friday_OOD,Friday_OOD,-2.328846,-0.081536286
2304928,0,bot,Friday_OOD,Friday_OOD,-2.3271239,-0.08248233
2304931,0,bot,Friday_OOD,Friday_OOD,-2.3289645,-0.0814599
2304989,0,bot,Friday_OOD,Friday_OOD,-2.3258379,-0.08301269
2304990,0,bot,Friday_OOD,Friday_OOD,-2.3289752,-0.08144822
2304996,0,bot,Friday_OOD,Friday_OOD,-2.3282077,-0.081884205
2304998,0,bot,Friday_OOD,Friday_OOD,-2.3277345,-0.08201496
2304999,0,bot,Friday_OOD,Friday_OOD,-2.32851,-0.08168019
2305016,0,bot,Friday_OOD,Friday_OOD,-2.327123,-0.08248209
2305018,0,bot,Friday_OOD,Friday_OOD,-2.3289661,-0.08146007
2305145,0,bot,Friday_OOD,Friday_OOD,-2.3258274,-0.08302065
2305190,0,bot,Friday_OOD,Friday_OOD,-2.3289816,-0.0814439
2305248,9,normal,Normal,Friday_OOD,-2.3310308,-0.22557902
2305349,9,normal,Normal,Friday_OOD,-2.3441408,-0.24632564
2305396,0,bot,Friday_OOD,Friday_OOD,-2.3281505,-0.081850074
2305408,0,bot,Friday_OOD,Friday_OOD,-2.3271222,-0.08248969
2305412,0,bot,Friday_OOD,Friday_OOD,-2.3288138,-0.08156375
2305478,0,bot,Friday_OOD,Friday_OOD,-2.3271384,-0.08247628
2305481,0,bot,Friday_OOD,Friday_OOD,-2.328966,-0.08145802
2305599,0,bot,Friday_OOD,Friday_OOD,-2.3271317,-0.08247537
2305600,0,bot,Friday_OOD,Friday_OOD,-2.3289764,-0.08144584
2305616,0,bot,Friday_OOD,Friday_OOD,-2.327431,-0.08218203
2305617,0,bot,Friday_OOD,Friday_OOD,-2.3271353,-0.082476504
2305618,0,bot,Friday_OOD,Friday_OOD,-2.3277135,-0.08217218
2305656,0,bot,Friday_OOD,Friday_OOD,-2.325364,-0.08346514
2305658,0,bot,Friday_OOD,Friday_OOD,-2.328953,-0.081463076
2305928,9,normal,Normal,Friday_OOD,-2.3204834,-0.23941886
2306137,9,normal,Normal,Friday_OOD,-0.99861777,0.9579327
2306365,0,bot,Friday_OOD,Friday_OOD,-2.3271277,-0.08247761
2306561,0,bot,Friday_OOD,Friday_OOD,-2.327674,-0.08199015
2306669,9,normal,Normal,Friday_OOD,-2.3271115,-0.1972492
2306680,9,normal,Normal,Friday_OOD,-1.1588606,1.1265006
2307084,0,bot,Friday_OOD,Friday_OOD,-2.3282833,-0.08179499
2307173,0,bot,Friday_OOD,Friday_OOD,-2.326668,-0.08244171
2307177,0,bot,Friday_OOD,Friday_OOD,-2.3288493,-0.08153921
2307362,9,normal,Normal,Friday_OOD,-2.2321074,-0.23889789
2307649,9,normal,Normal,Friday_OOD,-2.3116739,-0.16608778
2307652,9,normal,Normal,Friday_OOD,-2.2895842,-0.20629284
2307699,0,bot,Friday_OOD,Friday_OOD,-2.3271286,-0.082480945
2307748,0,bot,Friday_OOD,Friday_OOD,-2.3289542,-0.08146521
2308289,9,normal,Normal,Friday_OOD,-1.4501328,1.095896
2308664,9,normal,Normal,Friday_OOD,-2.2933137,-0.19971883
2308721,0,bot,Friday_OOD,Friday_OOD,-2.325379,-0.08345753
2308762,0,bot,Friday_OOD,Friday_OOD,-2.3289163,-0.081461
2308788,0,bot,Friday_OOD,Friday_OOD,-2.327363,-0.08224339
2308790,0,bot,Friday_OOD,Friday_OOD,-2.32855,-0.08170141
2308791,0,bot,Friday_OOD,Friday_OOD,-2.3288302,-0.081552714
2309106,9,normal,Normal,Friday_OOD,-2.1970758,-0.47107244
2309259,0,bot,Friday_OOD,Friday_OOD,-2.3271387,-0.082474075
2309341,0,bot,Friday_OOD,Friday_OOD,-2.3288062,-0.08156633
2309480,9,normal,Normal,Friday_OOD,-2.3671231,-0.2451953
2309672,9,normal,Normal,Friday_OOD,-2.2005389,-0.47096318
2309786,9,normal,Normal,Friday_OOD,-2.7104974,-0.5408675
2309870,0,bot,Friday_OOD,Friday_OOD,-2.3253882,-0.08345403
2309874,0,bot,Friday_OOD,Friday_OOD,-2.3290164,-0.08136992
2309885,0,bot,Friday_OOD,Friday_OOD,-2.3287494,-0.081599236
2309888,0,bot,Friday_OOD,Friday_OOD,-2.328462,-0.081699476
2309889,0,bot,Friday_OOD,Friday_OOD,-2.3272967,-0.082352154
2309966,0,bot,Friday_OOD,Friday_OOD,-2.3271267,-0.08248138
2309971,0,bot,Friday_OOD,Friday_OOD,-2.3288467,-0.08153736
2310303,9,normal,Normal,Friday_OOD,-2.3563056,-0.22549176
2310550,0,bot,Friday_OOD,Friday_OOD,-2.3253717,-0.08346134
2310568,0,bot,Friday_OOD,Friday_OOD,-2.32905,-0.08133992
2310600,0,bot,Friday_OOD,Friday_OOD,-2.3275607,-0.08220311
2310602,0,bot,Friday_OOD,Friday_OOD,-2.32769,-0.082033195
2310603,0,bot,Friday_OOD,Friday_OOD,-2.327306,-0.082349904
2310651,0,bot,Friday_OOD,Friday_OOD,-2.3271189,-0.082483046
2310655,0,bot,Friday_OOD,Friday_OOD,-2.3290102,-0.08137271
2311013,9,normal,Normal,Friday_OOD,-2.755288,-0.6037195
2311061,0,bot,Friday_OOD,Friday_OOD,-2.327139,-0.082472466
2311063,0,bot,Friday_OOD,Friday_OOD,-2.3288705,-0.0815119
2311067,0,bot,Friday_OOD,Friday_OOD,-2.3274632,-0.08225123
2311070,0,bot,Friday_OOD,Friday_OOD,-2.3275862,-0.08204334
2311071,0,bot,Friday_OOD,Friday_OOD,-2.327303,-0.08235047
2311088,9,normal,Normal,Friday_OOD,-0.8588731,0.7969548
2311251,0,bot,Friday_OOD,Friday_OOD,-2.3259587,-0.083003916
2311263,0,bot,Friday_OOD,Friday_OOD,-2.3290162,-0.08137173
2311374,9,normal,Normal,Friday_OOD,-2.319653,-0.14960134
2311475,0,bot,Friday_OOD,Friday_OOD,-2.327131,-0.08247889
2311493,0,bot,Friday_OOD,Friday_OOD,-2.3290105,-0.08137253
2311532,0,bot,Friday_OOD,Friday_OOD,-2.3284948,-0.08173092
2311533,0,bot,Friday_OOD,Friday_OOD,-2.3288682,-0.08151041
2311534,0,bot,Friday_OOD,Friday_OOD,-2.3273041,-0.08234028
2311535,0,bot,Friday_OOD,Friday_OOD,-2.3258464,-0.08299779
2311545,0,bot,Friday_OOD,Friday_OOD,-2.3290274,-0.08136725
2311748,0,bot,Friday_OOD,Friday_OOD,-2.3271332,-0.08247537
2311749,0,bot,Friday_OOD,Friday_OOD,-2.3290389,-0.08134588
2311751,0,bot,Friday_OOD,Friday_OOD,-2.328503,-0.08171729
2311754,0,bot,Friday_OOD,Friday_OOD,-2.328283,-0.08168576
2311756,0,bot,Friday_OOD,Friday_OOD,-2.3273132,-0.082337
2311778,0,bot,Friday_OOD,Friday_OOD,-2.3271139,-0.08248473
2311781,0,bot,Friday_OOD,Friday_OOD,-2.3289623,-0.08146018
2311875,0,bot,Friday_OOD,Friday_OOD,-2.3277137,-0.08202152
2311879,0,bot,Friday_OOD,Friday_OOD,-2.3289747,-0.08144906
2311912,0,bot,Friday_OOD,Friday_OOD,-2.327481,-0.082289614
2311913,0,bot,Friday_OOD,Friday_OOD,-2.3274336,-0.082032345
2311914,0,bot,Friday_OOD,Friday_OOD,-2.3273044,-0.082346745
2311921,0,bot,Friday_OOD,Friday_OOD,-2.3259485,-0.08300873
2311924,0,bot,Friday_OOD,Friday_OOD,-2.3289719,-0.08145719
2312102,0,bot,Friday_OOD,Friday_OOD,-2.3271341,-0.082473435
2312124,0,bot,Friday_OOD,Friday_OOD,-2.3289719,-0.08144861
2312160,9,normal,Normal,Friday_OOD,-2.3042371,-0.19519454
2312337,0,bot,Friday_OOD,Friday_OOD,-2.3287497,-0.08159901
2312338,0,bot,Friday_OOD,Friday_OOD,-2.3289785,-0.08146544
2312339,0,bot,Friday_OOD,Friday_OOD,-2.3280916,-0.08185156
2312374,0,bot,Friday_OOD,Friday_OOD,-2.3259456,-0.083010145
2312376,0,bot,Friday_OOD,Friday_OOD,-2.3289583,-0.081462264
2312603,0,bot,Friday_OOD,Friday_OOD,-2.3271346,-0.08247579
2312612,0,bot,Friday_OOD,Friday_OOD,-2.3289547,-0.08146394
2312691,9,normal,Normal,Friday_OOD,-2.307156,-0.25263512
2312703,0,bot,Friday_OOD,Friday_OOD,-2.3278294,-0.081983484
2312704,0,bot,Friday_OOD,Friday_OOD,-2.327297,-0.08235469
2312705,0,bot,Friday_OOD,Friday_OOD,-2.328197,-0.081733234
2312749,0,bot,Friday_OOD,Friday_OOD,-2.3271263,-0.08247981
2312758,0,bot,Friday_OOD,Friday_OOD,-2.3289468,-0.0814666
2312785,9,normal,Normal,Friday_OOD,-2.7294433,-0.6087269
2312909,0,bot,Friday_OOD,Friday_OOD,-2.3277175,-0.08201936
2312913,0,bot,Friday_OOD,Friday_OOD,-2.3277519,-0.081993416
2312918,0,bot,Friday_OOD,Friday_OOD,-2.3286383,-0.081645995
2312919,0,bot,Friday_OOD,Friday_OOD,-2.3273184,-0.08233402
2312920,0,bot,Friday_OOD,Friday_OOD,-2.3287654,-0.08152268
2312956,9,normal,Normal,Friday_OOD,-1.5814122,1.0457395
2312965,0,bot,Friday_OOD,Friday_OOD,-2.3259575,-0.08300572
2312970,0,bot,Friday_OOD,Friday_OOD,-2.3289597,-0.08145916
2313103,0,bot,Friday_OOD,Friday_OOD,-2.3277228,-0.08201847
2313104,0,bot,Friday_OOD,Friday_OOD,-2.3289607,-0.08146174
2313129,0,bot,Friday_OOD,Friday_OOD,-2.3277233,-0.08204155
2313137,0,bot,Friday_OOD,Friday_OOD,-2.3272948,-0.082355104
2313138,0,bot,Friday_OOD,Friday_OOD,-2.3266933,-0.08255447
2313146,9,normal,Normal,Friday_OOD,-2.6982446,-0.54534674
2313164,0,bot,Friday_OOD,Friday_OOD,-2.325821,-0.083024
2313166,0,bot,Friday_OOD,Friday_OOD,-2.3289487,-0.081466876
2313315,0,bot,Friday_OOD,Friday_OOD,-2.3258362,-0.0830166
2313316,0,bot,Friday_OOD,Friday_OOD,-2.3281078,-0.08156388
2313317,0,bot,Friday_OOD,Friday_OOD,-2.3271143,-0.08249105
2313319,0,bot,Friday_OOD,Friday_OOD,-2.3280232,-0.08188019
2313320,0,bot,Friday_OOD,Friday_OOD,-2.3289208,-0.08145433
2313364,0,bot,Friday_OOD,Friday_OOD,-2.3271277,-0.08247929
2313366,0,bot,Friday_OOD,Friday_OOD,-2.328956,-0.08146182
2313401,9,normal,Normal,Friday_OOD,-2.618777,-0.3689767
2313420,0,bot,Friday_OOD,Friday_OOD,-2.3271277,-0.08247916
2313421,0,bot,Friday_OOD,Friday_OOD,-2.3289866,-0.08143966
2313426,0,bot,Friday_OOD,Friday_OOD,-2.3279536,-0.08200686
2313431,0,bot,Friday_OOD,Friday_OOD,-2.328045,-0.08199077
2313432,0,bot,Friday_OOD,Friday_OOD,-2.327316,-0.08233636
2313453,0,bot,Friday_OOD,Friday_OOD,-2.3271337,-0.08247786
2313454,0,bot,Friday_OOD,Friday_OOD,-2.3289623,-0.081460066
2313529,0,bot,Friday_OOD,Friday_OOD,-2.3259656,-0.08300046
2313531,0,bot,Friday_OOD,Friday_OOD,-2.3289607,-0.081461824
2313675,0,bot,Friday_OOD,Friday_OOD,-2.327458,-0.08216209
2313710,0,bot,Friday_OOD,Friday_OOD,-2.3281486,-0.08189301
2313713,0,bot,Friday_OOD,Friday_OOD,-2.3273265,-0.0823319
2313751,0,bot,Friday_OOD,Friday_OOD,-2.327128,-0.08247959
2313757,0,bot,Friday_OOD,Friday_OOD,-2.3289597,-0.08145878
2313811,0,bot,Friday_OOD,Friday_OOD,-2.325833,-0.08302014
2313812,0,bot,Friday_OOD,Friday_OOD,-2.3289788,-0.08144183
2313818,0,bot,Friday_OOD,Friday_OOD,-2.3276496,-0.082051985
2313820,0,bot,Friday_OOD,Friday_OOD,-2.3275175,-0.08221511
2313821,0,bot,Friday_OOD,Friday_OOD,-2.3280559,-0.081867374
2313839,0,bot,Friday_OOD,Friday_OOD,-2.3271258,-0.082480334
2313848,0,bot,Friday_OOD,Friday_OOD,-2.3289576,-0.08146218
2314082,0,bot,Friday_OOD,Friday_OOD,-2.3271387,-0.08247366
2314089,0,bot,Friday_OOD,Friday_OOD,-2.328974,-0.081446305
2314094,0,bot,Friday_OOD,Friday_OOD,-2.3270924,-0.08250334
